MsgID.LOCAL_POSITION,1517587973.9456489,0.2939354,0.0525369,-0.1922540
MsgID.LOCAL_VELOCITY,1517587973.9456489,0.0137369,0.0127392,-0.0401757
MsgID.GLOBAL_POSITION,1517587973.9458239,-121.9939380,37.4137428,0.1950000
MsgID.LOCAL_VELOCITY,1517587973.9458239,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,1517587973.9459939,0.2418979,-0.1755024,-0.1950645
MsgID.LOCAL_VELOCITY,1517587973.9459939,-0.0048153,-0.0090526,0.0141668
MsgID.GLOBAL_POSITION,1517587973.9461989,-121.9939385,37.4137431,0.2010000
MsgID.LOCAL_VELOCITY,1517587973.9461989,0.0000000,0.0000000,-0.0200000
MsgID.STATE,1517587973.9464109,True,True
MsgID.GLOBAL_HOME,1517587973.9466188,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9467630,0.2574458,-0.1578383,-0.2019774
MsgID.LOCAL_VELOCITY,1517587973.9467630,-0.0045086,-0.0068847,0.0135277
MsgID.GLOBAL_POSITION,1517587973.9469209,-121.9939362,37.4137417,0.1900000
MsgID.LOCAL_VELOCITY,1517587973.9469209,0.0000000,0.0000000,0.0500000
MsgID.LOCAL_POSITION,1517587973.9470870,0.0979893,0.0337242,-0.1888644
MsgID.LOCAL_VELOCITY,1517587973.9470870,-0.0013988,0.0081713,0.0160353
MsgID.GLOBAL_POSITION,1517587973.9473169,-121.9939365,37.4137417,0.1900000
MsgID.LOCAL_VELOCITY,1517587973.9473169,0.0000000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,1517587973.9475431,0.1319696,-0.0169397,-0.1928357
MsgID.LOCAL_VELOCITY,1517587973.9475431,0.0103269,0.0021307,-0.0887617
MsgID.GLOBAL_POSITION,1517587973.9477119,-121.9939374,37.4137428,0.2110000
MsgID.LOCAL_VELOCITY,1517587973.9477119,0.0100000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,1517587973.9478779,0.2341304,-0.0819253,-0.2138583
MsgID.LOCAL_VELOCITY,1517587973.9478779,0.0154766,-0.0090866,-0.0593004
MsgID.GLOBAL_POSITION,1517587973.9479959,-121.9939379,37.4137428,0.2190000
MsgID.LOCAL_VELOCITY,1517587973.9479959,0.0000000,0.0000000,0.0600000
MsgID.STATE,1517587973.9481931,True,True
MsgID.GLOBAL_HOME,1517587973.9483781,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9484851,0.2359930,-0.1440548,-0.2188900
MsgID.LOCAL_VELOCITY,1517587973.9484851,-0.0012912,-0.0054884,0.0567375
MsgID.GLOBAL_POSITION,1517587973.9486132,-121.9939391,37.4137425,0.1970000
MsgID.LOCAL_VELOCITY,1517587973.9486132,0.0000000,0.0000000,0.1300000
MsgID.LOCAL_POSITION,1517587973.9487989,0.2005575,-0.2336686,-0.1942443
MsgID.LOCAL_VELOCITY,1517587973.9487989,-0.0043317,0.0018793,0.1103075
MsgID.GLOBAL_POSITION,1517587973.9489820,-121.9939389,37.4137430,0.1920000
MsgID.LOCAL_VELOCITY,1517587973.9489820,0.0000000,0.0100000,0.0400000
MsgID.LOCAL_POSITION,1517587973.9491270,0.2788209,-0.2115342,-0.1924522
MsgID.LOCAL_VELOCITY,1517587973.9491270,-0.0015635,0.0143364,0.0300274
MsgID.GLOBAL_POSITION,1517587973.9492791,-121.9939367,37.4137442,0.1980000
MsgID.LOCAL_VELOCITY,1517587973.9492791,0.0000000,0.0200000,0.0000000
MsgID.LOCAL_POSITION,1517587973.9494469,0.3825662,0.0137629,-0.1997376
MsgID.LOCAL_VELOCITY,1517587973.9494469,-0.0073874,0.0237222,-0.0055088
MsgID.GLOBAL_POSITION,1517587973.9496300,-121.9939356,37.4137433,0.2000000
MsgID.LOCAL_VELOCITY,1517587973.9496300,-0.0100000,0.0000000,0.0000000
MsgID.STATE,1517587973.9506209,True,True
MsgID.GLOBAL_HOME,1517587973.9509130,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9511008,0.2831541,0.0637955,-0.1994455
MsgID.LOCAL_VELOCITY,1517587973.9511008,-0.0150873,0.0069195,0.0268485
MsgID.GLOBAL_POSITION,1517587973.9517250,-121.9939373,37.4137436,0.1950000
MsgID.LOCAL_VELOCITY,1517587973.9517250,-0.0200000,-0.0100000,0.0000000
MsgID.LOCAL_POSITION,1517587973.9520500,0.3343768,-0.0986890,-0.1943582
MsgID.LOCAL_VELOCITY,1517587973.9520500,-0.0214596,-0.0144864,-0.0240790
MsgID.GLOBAL_POSITION,1517587973.9531419,-121.9939389,37.4137441,0.1950000
MsgID.LOCAL_VELOCITY,1517587973.9531419,-0.0200000,-0.0100000,-0.1000000
MsgID.LOCAL_POSITION,1517587973.9533010,0.3921252,-0.2148766,-0.1954565
MsgID.LOCAL_VELOCITY,1517587973.9533010,-0.0201739,-0.0110342,-0.0664340
MsgID.GLOBAL_POSITION,1517587973.9534400,-121.9939373,37.4137443,0.1730000
MsgID.LOCAL_VELOCITY,1517587973.9534400,-0.0200000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,1517587973.9536080,0.3876821,-0.0504776,-0.1700277
MsgID.LOCAL_VELOCITY,1517587973.9536080,-0.0279809,0.0072274,-0.0125184
MsgID.GLOBAL_POSITION,1517587973.9538701,-121.9939366,37.4137437,0.1520000
MsgID.LOCAL_VELOCITY,1517587973.9538701,-0.0300000,0.0000000,-0.0700000
MsgID.STATE,1517587973.9540591,True,True
MsgID.GLOBAL_HOME,1517587973.9541919,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9542909,0.3386066,-0.0214514,-0.1512857
MsgID.LOCAL_VELOCITY,1517587973.9542909,-0.0407897,0.0066840,-0.1120164
MsgID.GLOBAL_POSITION,1517587973.9544020,-121.9939372,37.4137434,0.1600000
MsgID.LOCAL_VELOCITY,1517587973.9544020,-0.0300000,0.0000000,-0.2500000
MsgID.LOCAL_POSITION,1517587973.9545119,0.2790278,-0.0638783,-0.1645909
MsgID.LOCAL_VELOCITY,1517587973.9545119,-0.0338104,-0.0054363,-0.2548487
MsgID.GLOBAL_POSITION,1517587973.9546270,-121.9939372,37.4137415,0.1870000
MsgID.LOCAL_VELOCITY,1517587973.9546270,-0.0100000,-0.0100000,-0.2000000
MsgID.LOCAL_POSITION,1517587973.9547319,0.0743958,-0.0634333,-0.1891201
MsgID.LOCAL_VELOCITY,1517587973.9547319,-0.0163253,-0.0107595,-0.1845994
MsgID.GLOBAL_POSITION,1517587973.9548950,-121.9939372,37.4137422,0.1950000
MsgID.LOCAL_VELOCITY,1517587973.9548950,0.0000000,0.0000000,-0.0900000
MsgID.LOCAL_POSITION,1517587973.9550028,0.1870534,-0.0634230,-0.1947801
MsgID.LOCAL_VELOCITY,1517587973.9550028,0.0098133,-0.0020048,-0.1034885
MsgID.GLOBAL_POSITION,1517587973.9551082,-121.9939372,37.4137420,0.1900000
MsgID.LOCAL_VELOCITY,1517587973.9551082,0.0100000,0.0000000,-0.0600000
MsgID.STATE,1517587973.9552681,True,True
MsgID.GLOBAL_HOME,1517587973.9553988,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9554932,0.1270155,-0.0634230,-0.1908161
MsgID.LOCAL_VELOCITY,1517587973.9554932,0.0135242,0.0055026,-0.1007500
MsgID.GLOBAL_POSITION,1517587973.9555991,-121.9939372,37.4137412,0.2010000
MsgID.LOCAL_VELOCITY,1517587973.9555991,0.0100000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,1517587973.9557161,0.0762714,-0.0634954,-0.2034525
MsgID.LOCAL_VELOCITY,1517587973.9557161,0.0124103,0.0036639,-0.0921229
MsgID.GLOBAL_POSITION,1517587973.9558241,-121.9939372,37.4137425,0.2110000
MsgID.LOCAL_VELOCITY,1517587973.9558241,0.0000000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,1517587973.9559300,0.2049942,-0.0638369,-0.2127805
MsgID.LOCAL_VELOCITY,1517587973.9559300,0.0077021,-0.0055597,-0.0024713
MsgID.GLOBAL_POSITION,1517587973.9560361,-121.9939373,37.4137423,0.2240000
MsgID.LOCAL_VELOCITY,1517587973.9560361,0.0000000,-0.0100000,0.0300000
MsgID.LOCAL_POSITION,1517587973.9561410,0.1910309,-0.0762545,-0.2265738
MsgID.LOCAL_VELOCITY,1517587973.9561410,0.0020572,-0.0161042,0.0214207
MsgID.GLOBAL_POSITION,1517587973.9562440,-121.9939380,37.4137436,0.2240000
MsgID.LOCAL_VELOCITY,1517587973.9562440,0.0000000,0.0000000,0.1700000
MsgID.STATE,1517587973.9563949,True,True
MsgID.GLOBAL_HOME,1517587973.9565172,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9566200,0.3367569,-0.1460105,-0.2217048
MsgID.LOCAL_VELOCITY,1517587973.9566200,0.0039101,-0.0050957,0.2034083
MsgID.GLOBAL_POSITION,1517587973.9567249,-121.9939379,37.4137427,0.2090000
MsgID.LOCAL_VELOCITY,1517587973.9567249,0.0000000,0.0000000,0.1700000
MsgID.LOCAL_POSITION,1517587973.9568279,0.2040306,-0.1097304,-0.2087398
MsgID.LOCAL_VELOCITY,1517587973.9568279,-0.0101917,0.0095406,0.1771180
MsgID.GLOBAL_POSITION,1517587973.9569330,-121.9939368,37.4137422,0.2120000
MsgID.LOCAL_VELOCITY,1517587973.9569330,-0.0100000,0.0000000,0.1200000
MsgID.LOCAL_POSITION,1517587973.9570360,0.1768218,-0.0322548,-0.2136940
MsgID.LOCAL_VELOCITY,1517587973.9570360,-0.0142715,0.0021943,0.1413315
MsgID.GLOBAL_POSITION,1517587973.9571390,-121.9939383,37.4137425,0.2310000
MsgID.LOCAL_VELOCITY,1517587973.9571390,0.0000000,0.0000000,0.1100000
MsgID.LOCAL_POSITION,1517587973.9572420,0.1985526,-0.1844638,-0.2330881
MsgID.LOCAL_VELOCITY,1517587973.9572420,-0.0016983,-0.0094976,0.1348502
MsgID.GLOBAL_POSITION,1517587973.9573441,-121.9939387,37.4137425,0.2290000
MsgID.LOCAL_VELOCITY,1517587973.9573441,0.0000000,0.0000000,0.1900000
MsgID.STATE,1517587973.9575100,True,True
MsgID.GLOBAL_HOME,1517587973.9576609,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9577579,0.1931652,-0.1750367,-0.2268316
MsgID.LOCAL_VELOCITY,1517587973.9577579,-0.0041764,-0.0048071,0.2013581
MsgID.GLOBAL_POSITION,1517587973.9578822,-121.9939372,37.4137414,0.2080000
MsgID.LOCAL_VELOCITY,1517587973.9578822,-0.0100000,0.0100000,0.1700000
MsgID.LOCAL_POSITION,1517587973.9580631,0.0612409,-0.0680589,-0.2071585
MsgID.LOCAL_VELOCITY,1517587973.9580631,-0.0160787,0.0151121,0.1443401
MsgID.GLOBAL_POSITION,1517587973.9581811,-121.9939372,37.4137414,0.2000000
MsgID.LOCAL_VELOCITY,1517587973.9581811,0.0000000,0.0000000,0.0700000
MsgID.LOCAL_POSITION,1517587973.9582961,0.1031115,-0.0653788,-0.1999699
MsgID.LOCAL_VELOCITY,1517587973.9582961,0.0024858,0.0072639,0.0889702
MsgID.GLOBAL_POSITION,1517587973.9584119,-121.9939366,37.4137428,0.2000000
MsgID.LOCAL_VELOCITY,1517587973.9584119,0.0200000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1517587973.9585259,0.2340722,0.0045428,-0.2010220
MsgID.LOCAL_VELOCITY,1517587973.9585259,0.0230732,-0.0107784,-0.0036365
MsgID.GLOBAL_POSITION,1517587973.9586508,-121.9939352,37.4137426,0.1960000
MsgID.LOCAL_VELOCITY,1517587973.9586508,0.0100000,-0.0100000,0.0000000
MsgID.STATE,1517587973.9588339,True,True
MsgID.GLOBAL_HOME,1517587973.9589810,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9590900,0.2119921,0.1158047,-0.1950484
MsgID.LOCAL_VELOCITY,1517587973.9590900,0.0129175,-0.0191571,0.0059219
MsgID.GLOBAL_POSITION,1517587973.9592130,-121.9939356,37.4137424,0.1930000
MsgID.LOCAL_VELOCITY,1517587973.9592130,0.0000000,-0.0200000,-0.0100000
MsgID.LOCAL_POSITION,1517587973.9593401,0.1717383,0.0603496,-0.1915021
MsgID.LOCAL_VELOCITY,1517587973.9593401,-0.0084687,-0.0218866,0.0110505
MsgID.GLOBAL_POSITION,1517587973.9594810,-121.9939369,37.4137413,0.1840000
MsgID.LOCAL_VELOCITY,1517587973.9594810,-0.0100000,-0.0100000,-0.1200000
MsgID.LOCAL_POSITION,1517587973.9596159,0.0688143,-0.0617156,-0.1868803
MsgID.LOCAL_VELOCITY,1517587973.9596159,-0.0167320,-0.0194917,-0.1364109
MsgID.GLOBAL_POSITION,1517587973.9597561,-121.9939384,37.4137425,0.2090000
MsgID.LOCAL_VELOCITY,1517587973.9597561,0.0000000,-0.0100000,-0.1700000
MsgID.LOCAL_POSITION,1517587973.9599009,0.2234913,-0.1767752,-0.2133625
MsgID.LOCAL_VELOCITY,1517587973.9599009,0.0099325,-0.0153083,-0.1709110
MsgID.GLOBAL_POSITION,1517587973.9600410,-121.9939376,37.4137436,0.2250000
MsgID.LOCAL_VELOCITY,1517587973.9600410,0.0100000,0.0000000,-0.0100000
MsgID.STATE,1517587973.9602718,True,True
MsgID.GLOBAL_HOME,1517587973.9605372,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9607549,0.3388135,-0.0669103,-0.2257365
MsgID.LOCAL_VELOCITY,1517587973.9607549,0.0100117,-0.0001237,-0.0246413
MsgID.GLOBAL_POSITION,1517587973.9608960,-121.9939357,37.4137429,0.2160000
MsgID.LOCAL_VELOCITY,1517587973.9608960,0.0000000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,1517587973.9610150,0.2105369,0.0673760,-0.2142400
MsgID.LOCAL_VELOCITY,1517587973.9610150,-0.0112511,0.0008962,0.1117189
MsgID.GLOBAL_POSITION,1517587973.9611311,-121.9939358,37.4137413,0.1980000
MsgID.LOCAL_VELOCITY,1517587973.9611311,-0.0100000,-0.0100000,0.1100000
MsgID.LOCAL_POSITION,1517587973.9612470,0.0741953,0.0530543,-0.1965514
MsgID.LOCAL_VELOCITY,1517587973.9612470,-0.0098343,-0.0204146,0.1027754
MsgID.GLOBAL_POSITION,1517587973.9613628,-121.9939376,37.4137425,0.2010000
MsgID.LOCAL_VELOCITY,1517587973.9613628,0.0000000,-0.0300000,0.0400000
MsgID.LOCAL_POSITION,1517587973.9614770,0.2089265,-0.1369457,-0.2042939
MsgID.LOCAL_VELOCITY,1517587973.9614770,0.0099927,-0.0311616,0.0220931
MsgID.GLOBAL_POSITION,1517587973.9615910,-121.9939391,37.4137416,0.2210000
MsgID.LOCAL_VELOCITY,1517587973.9615910,0.0100000,-0.0100000,0.0500000
MsgID.STATE,1517587973.9617841,True,True
MsgID.GLOBAL_HOME,1517587973.9619160,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9620118,0.0624244,-0.2156837,-0.2237681
MsgID.LOCAL_VELOCITY,1517587973.9620118,0.0135646,-0.0045620,0.0986776
MsgID.GLOBAL_POSITION,1517587973.9621220,-121.9939377,37.4137410,0.2150000
MsgID.LOCAL_VELOCITY,1517587973.9621220,0.0100000,0.0000000,0.1900000
MsgID.LOCAL_POSITION,1517587973.9622321,0.0572504,-0.1087266,-0.2122662
MsgID.LOCAL_VELOCITY,1517587973.9622321,0.0168397,0.0097201,0.2230288
MsgID.GLOBAL_POSITION,1517587973.9623401,-121.9939378,37.4137418,0.2140000
MsgID.LOCAL_VELOCITY,1517587973.9623401,0.0000000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,1517587973.9624488,0.1236524,-0.1300642,-0.2206879
MsgID.LOCAL_VELOCITY,1517587973.9624488,-0.0046969,-0.0007025,-0.0222619
MsgID.GLOBAL_POSITION,1517587973.9625559,-121.9939384,37.4137418,0.2300000
MsgID.LOCAL_VELOCITY,1517587973.9625559,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,1517587973.9626620,0.1373635,-0.1714770,-0.2310351
MsgID.LOCAL_VELOCITY,1517587973.9626620,-0.0005316,0.0003598,0.0012010
MsgID.GLOBAL_POSITION,1517587973.9627829,-121.9939384,37.4137424,0.2300000
MsgID.LOCAL_VELOCITY,1517587973.9627829,0.0000000,0.0000000,0.0000000
MsgID.STATE,1517587973.9629960,True,True
MsgID.GLOBAL_HOME,1517587973.9631460,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9632521,0.2009391,-0.1666548,-0.2288302
MsgID.LOCAL_VELOCITY,1517587973.9632521,-0.0018793,0.0003341,-0.0037556
MsgID.GLOBAL_POSITION,1517587973.9634280,-121.9939381,37.4137425,0.2090000
MsgID.LOCAL_VELOCITY,1517587973.9634280,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,1517587973.9635401,0.2053564,-0.1258940,-0.2057614
MsgID.LOCAL_VELOCITY,1517587973.9635401,0.0010291,-0.0014398,0.0014022
MsgID.GLOBAL_POSITION,1517587973.9636490,-121.9939363,37.4137425,0.1740000
MsgID.LOCAL_VELOCITY,1517587973.9636490,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,1517587973.9637649,0.2053629,0.0335069,-0.1669978
MsgID.LOCAL_VELOCITY,1517587973.9637649,0.0014445,0.0022071,-0.0492338
MsgID.GLOBAL_POSITION,1517587973.9638760,-121.9939375,37.4137425,0.1500000
MsgID.LOCAL_VELOCITY,1517587973.9638760,0.0000000,0.0000000,-0.2400000
MsgID.LOCAL_POSITION,1517587973.9639838,0.2053629,-0.1379080,-0.1511836
MsgID.LOCAL_VELOCITY,1517587973.9639838,0.0011493,-0.0032725,-0.2825243
MsgID.GLOBAL_POSITION,1517587973.9640908,-121.9939389,37.4137425,0.1650000
MsgID.LOCAL_VELOCITY,1517587973.9640908,0.0000000,0.0000000,-0.3000000
MsgID.STATE,1517587973.9642508,True,True
MsgID.GLOBAL_HOME,1517587973.9643781,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9644742,0.1863678,-0.1635608,-0.1684665
MsgID.LOCAL_VELOCITY,1517587973.9644742,-0.0007584,-0.0065563,-0.2578258
MsgID.GLOBAL_POSITION,1517587973.9645829,-121.9939363,37.4137423,0.1790000
MsgID.LOCAL_VELOCITY,1517587973.9645829,0.0000000,0.0000000,-0.2700000
MsgID.LOCAL_POSITION,1517587973.9646909,0.1945039,0.0218240,-0.1832711
MsgID.LOCAL_VELOCITY,1517587973.9646909,0.0031567,0.0046345,-0.2870987
MsgID.GLOBAL_POSITION,1517587973.9647989,-121.9939375,37.4137436,0.2030000
MsgID.LOCAL_VELOCITY,1517587973.9647989,0.0000000,0.0000000,-0.2100000
MsgID.LOCAL_POSITION,1517587973.9649069,0.3464322,-0.1130107,-0.2081503
MsgID.LOCAL_VELOCITY,1517587973.9649069,0.0078956,-0.0021172,-0.1978179
MsgID.GLOBAL_POSITION,1517587973.9650199,-121.9939367,37.4137436,0.2220000
MsgID.LOCAL_VELOCITY,1517587973.9650199,0.0000000,-0.0100000,-0.0500000
MsgID.LOCAL_POSITION,1517587973.9652469,0.3070063,0.0029699,-0.2235960
MsgID.LOCAL_VELOCITY,1517587973.9652469,-0.0109283,-0.0162460,0.0056623
MsgID.GLOBAL_POSITION,1517587973.9654670,-121.9939368,37.4137429,0.2200000
MsgID.LOCAL_VELOCITY,1517587973.9654670,-0.0100000,-0.0100000,0.1100000
MsgID.STATE,1517587973.9657331,True,True
MsgID.GLOBAL_HOME,1517587973.9659541,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9660730,0.2480161,-0.0632574,-0.2186589
MsgID.LOCAL_VELOCITY,1517587973.9660730,-0.0188518,-0.0172574,0.1282988
MsgID.GLOBAL_POSITION,1517587973.9663832,-121.9939382,37.4137434,0.2130000
MsgID.LOCAL_VELOCITY,1517587973.9663832,-0.0100000,-0.0100000,0.1700000
MsgID.LOCAL_POSITION,1517587973.9665360,0.3234403,-0.1536888,-0.2121535
MsgID.LOCAL_VELOCITY,1517587973.9665360,-0.0138591,-0.0133586,0.1959762
MsgID.GLOBAL_POSITION,1517587973.9666669,-121.9939389,37.4137436,0.2100000
MsgID.LOCAL_VELOCITY,1517587973.9666669,-0.0100000,0.0000000,0.1900000
MsgID.LOCAL_POSITION,1517587973.9667881,0.2919435,-0.2425679,-0.2099204
MsgID.LOCAL_VELOCITY,1517587973.9667881,-0.0146364,0.0032692,0.1768307
MsgID.GLOBAL_POSITION,1517587973.9669011,-121.9939399,37.4137419,0.2190000
MsgID.LOCAL_VELOCITY,1517587973.9669011,-0.0100000,0.0100000,0.1300000
MsgID.LOCAL_POSITION,1517587973.9670131,0.1197460,-0.3090953,-0.2204730
MsgID.LOCAL_VELOCITY,1517587973.9670131,-0.0136430,0.0165603,0.1660949
MsgID.GLOBAL_POSITION,1517587973.9671240,-121.9939393,37.4137411,0.2180000
MsgID.LOCAL_VELOCITY,1517587973.9671240,0.0000000,0.0200000,0.2200000
MsgID.STATE,1517587973.9673669,True,True
MsgID.GLOBAL_HOME,1517587973.9676008,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9678102,0.0542301,-0.2368041,-0.2165167
MsgID.LOCAL_VELOCITY,1517587973.9678102,-0.0033857,0.0212381,0.2065775
MsgID.GLOBAL_POSITION,1517587973.9680319,-121.9939392,37.4137427,0.2110000
MsgID.LOCAL_VELOCITY,1517587973.9680319,0.0000000,0.0100000,0.1700000
MsgID.LOCAL_POSITION,1517587973.9682400,0.2499240,-0.2340308,-0.2102614
MsgID.LOCAL_VELOCITY,1517587973.9682400,0.0059581,0.0167082,0.1972778
MsgID.GLOBAL_POSITION,1517587973.9684401,-121.9939372,37.4137433,0.2000000
MsgID.LOCAL_VELOCITY,1517587973.9684401,0.0000000,0.0200000,0.1200000
MsgID.LOCAL_POSITION,1517587973.9686458,0.2446983,-0.0165672,-0.2024656
MsgID.LOCAL_VELOCITY,1517587973.9686458,0.0008192,-0.0044828,0.0287057
MsgID.GLOBAL_POSITION,1517587973.9688520,-121.9939361,37.4137411,0.2130000
MsgID.LOCAL_VELOCITY,1517587973.9688520,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,1517587973.9690559,0.0422393,0.0158325,-0.2146110
MsgID.LOCAL_VELOCITY,1517587973.9690559,-0.0007725,-0.0032608,-0.0149282
MsgID.GLOBAL_POSITION,1517587973.9692569,-121.9939377,37.4137421,0.2070000
MsgID.LOCAL_VELOCITY,1517587973.9692569,0.0000000,0.0000000,0.0000000
MsgID.STATE,1517587973.9695392,True,True
MsgID.GLOBAL_HOME,1517587973.9698141,-121.9939365,37.4137407,0.0000000
MsgID.LOCAL_POSITION,1517587973.9699929,0.1864583,-0.1415712,-0.2048850
MsgID.LOCAL_VELOCITY,1517587973.9699929,-0.0014514,0.0014302,-0.0078378
MsgID.GLOBAL_POSITION,1517587973.9701979,-121.9939396,37.4137424,0.1860000
MsgID.LOCAL_VELOCITY,1517587973.9701979,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1517587973.9704070,0.1759810,-0.2836599,-0.1822270
MsgID.LOCAL_VELOCITY,1517587973.9704070,0.0008124,0.0017317,-0.0044005
MsgID.GLOBAL_POSITION,1517587973.9706082,-121.9939392,37.4137420,0.1660000
MsgID.LOCAL_VELOCITY,1517587973.9706082,0.0000000,0.0100000,-0.0700000
MsgID.LOCAL_POSITION,1517587973.9708109,0.1677543,-0.2319819,-0.1640980
MsgID.LOCAL_VELOCITY,1517587973.9708109,0.0025755,0.0144346,-0.1066891
MsgID.GLOBAL_POSITION,1517587973.9710231,-121.9939389,37.4137435,0.1580000
MsgID.LOCAL_VELOCITY,1517587973.9710231,0.0000000,0.0100000,-0.1500000
